Ecosystem,Survey Type,Survey Name,Entity Name,Stock,Stock Region,Assessment Year,Assessment Month,Degree of Influence
California Current,Commercial CPUE,Commercial CPUE,Treefish - Pacific Coast,Treefish , Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Treefish - Pacific Coast,Treefish , Pacific Coast,2010,9,Primary
California Current,Commercial CPUE,Commercial CPUE,Treefish - Pacific Coast,Treefish , Pacific Coast,2010,9,Secondary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Twosaddle goatfish - Main Hawaiian Islands | Asmt,Twosaddle goatfish , Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Twosaddle goatfish - Main Hawaiian Islands | Asmt,Twosaddle goatfish , Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Twosaddle goatfish - Main Hawaiian Islands | Asmt,Twosaddle goatfish , Main Hawaiian Islands | Asmt,2017,2,Primary
California Current,FINSS Survey,West Coast Groundfish Bottom Trawl,Vermilion and Sunset rockfish Complex - Northern California,Vermilion and Sunset rockfish Complex , Northern California,2021,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Vermilion and Sunset rockfish Complex - Northern California,Vermilion and Sunset rockfish Complex , Northern California,2021,9,Primary
California Current,FINSS Survey,West Coast Rockfish Hook and Line,Vermilion and Sunset Rockfish Complex - Southern California,Vermilion and Sunset Rockfish Complex , Southern California,2021,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Vermilion and Sunset Rockfish Complex - Southern California,Vermilion and Sunset Rockfish Complex , Southern California,2021,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Vermilion rockfish - California,Vermilion rockfish , California,2005,12,Primary
California Current,Recreational CPUE,Recreational CPUE,Vermilion rockfish - Oregon,Vermilion rockfish , Oregon,2021,9,Primary
California Current,Commercial CPUE,Commercial CPUE,Vermilion rockfish - Pacific Coast,Vermilion rockfish , Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Vermilion rockfish - Pacific Coast,Vermilion rockfish , Pacific Coast,2010,9,Primary
California Current,Commercial CPUE,Commercial CPUE,Vermilion rockfish - Pacific Coast,Vermilion rockfish , Pacific Coast,2010,9,Secondary
California Current,Recreational CPUE,Recreational CPUE,Vermilion rockfish - Washington,Vermilion rockfish , Washington,2021,9,Secondary
Gulf of Mexico,FINSS Survey,Panama City Laboratory Reef Fish Trap/Video,Vermilion snapper - Gulf of Mexico,Vermilion snapper , Gulf of Mexico,2020,6,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Plankton (ADCNR),Vermilion snapper - Gulf of Mexico,Vermilion snapper , Gulf of Mexico,2020,6,Primary
Gulf of Mexico,FINSS Survey,SEAMAP-GOM Shrimp/Groundfish Trawl_Fall,Vermilion snapper - Gulf of Mexico,Vermilion snapper , Gulf of Mexico,2020,6,Primary
Gulf of Mexico,Commercial CPUE,Commercial CPUE,Vermilion snapper - Gulf of Mexico,Vermilion snapper , Gulf of Mexico,2020,6,Secondary
Gulf of Mexico,Recreational CPUE,Recreational CPUE,Vermilion snapper - Gulf of Mexico,Vermilion snapper , Gulf of Mexico,2020,6,Secondary
Southeast Shelf,Commercial CPUE,Commercial CPUE,Vermilion snapper - Southern Atlantic Coast,Vermilion snapper , Southern Atlantic Coast,2018,6,Primary
Southeast Shelf,FINSS Survey,MARMAP/SEAMAP South Atlantic Reef Fish (SCDNR),Vermilion snapper - Southern Atlantic Coast,Vermilion snapper , Southern Atlantic Coast,2018,6,Primary
Southeast Shelf,FINSS Survey,Southeast Fishery-Independent Survey (SEFIS),Vermilion snapper - Southern Atlantic Coast,Vermilion snapper , Southern Atlantic Coast,2018,6,Primary
Southeast Shelf,Recreational CPUE,Recreational CPUE,Vermilion snapper - Southern Atlantic Coast,Vermilion snapper , Southern Atlantic Coast,2018,6,Primary
Alaska Ecosystem Complex,FINSS Survey,Aleutian Island Groundfish Bottom Trawl,Walleye pollock - Aleutian Islands,Walleye pollock , Aleutian Islands,2022,12,Primary
Alaska Ecosystem Complex,FINSS Survey,Aleutian Islands Cooperative Acoustic Survey Studies,Walleye pollock - Aleutian Islands,Walleye pollock , Aleutian Islands,2022,12,Secondary
Alaska Ecosystem Complex,FINSS Survey,Bering Sea/Bogoslof Walleye Pollock Acoustic Trawl Survey_Winter,Walleye pollock - Bogoslof,Walleye pollock , Bogoslof,2022,12,Primary
Alaska Ecosystem Complex,FINSS Survey,Bering Sea Biennial Walleye Pollock Accoustic_Summer,Walleye pollock - Eastern Bering Sea,Walleye pollock , Eastern Bering Sea,2022,12,Primary
Alaska Ecosystem Complex,FINSS Survey,Eastern Bering Sea Groundfish Bottom Trawl,Walleye pollock - Eastern Bering Sea,Walleye pollock , Eastern Bering Sea,2022,12,Primary
Alaska Ecosystem Complex,Commercial CPUE,Commercial CPUE,Walleye pollock - Eastern Bering Sea,Walleye pollock , Eastern Bering Sea,2022,12,Secondary
Alaska Ecosystem Complex,FINSS Survey,Gulf of Alaska Shelf and Slope Groundfish Bottom Trawl,Walleye pollock - Southeast Gulf of Alaska,Walleye pollock , Southeast Gulf of Alaska,2022,12,Primary
Alaska Ecosystem Complex,FINSS Survey,Alaska Department of Fish and Game Large-mesh Trawl Survey of Gulf of Alaska and Eastern Aleutian Islands_Summer,Walleye pollock - Western / Central / West Yakutat Gulf of Alaska,Walleye pollock , Western / Central / West Yakutat Gulf of Alaska,2022,12,Primary
Alaska Ecosystem Complex,FINSS Survey,Gulf of Alaska Groundfish Bottom Trawl Survey,Walleye pollock - Western / Central / West Yakutat Gulf of Alaska,Walleye pollock , Western / Central / West Yakutat Gulf of Alaska,2022,12,Primary
Alaska Ecosystem Complex,FINSS Survey,Gulf of Alaska/Shelikof Walleye Pollock Acoustic Trawl Survey_Winter,Walleye pollock - Western / Central / West Yakutat Gulf of Alaska,Walleye pollock , Western / Central / West Yakutat Gulf of Alaska,2022,12,Primary
Alaska Ecosystem Complex,FINSS Survey,Gulf of Alaska/Kenai/PWS Walleye Pollock Acoustic Trawl Survey_Winter,Walleye pollock - Western / Central / West Yakutat Gulf of Alaska,Walleye pollock , Western / Central / West Yakutat Gulf of Alaska,2022,12,Secondary
Alaska Ecosystem Complex,Other Survey,Alaska Department of FIsh and Game biennial dredge survey for scallops in Kamishak Bay and Kayak Island,Weathervane scallop - Alaska,Weathervane scallop , Alaska,2022,4,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,White hake - Gulf of Maine / Georges Bank,White hake , Gulf of Maine / Georges Bank,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,White hake - Gulf of Maine / Georges Bank,White hake , Gulf of Maine / Georges Bank,2022,9,Primary
Atlantic Highly Migratory,Commercial CPUE,Commercial CPUE,White marlin - Atlantic,White marlin , Atlantic,2019,10,Primary
Atlantic Highly Migratory,Recreational CPUE,Recreational CPUE,White marlin - Atlantic,White marlin , Atlantic,2019,10,Primary
California Current,FINSS Survey,Juvenile Rockfish Survey,Widow rockfish - Pacific Coast,Widow rockfish , Pacific Coast,2019,9,Primary
California Current,FINSS Survey,West Coast Groundfish Bottom Trawl,Widow rockfish - Pacific Coast,Widow rockfish , Pacific Coast,2019,9,Primary
California Current,Other Survey,Alaska Fisheries Science Center (AFSC)/NWFSC Triennial Shelf Trawl Survey - Discontinued,Widow rockfish - Pacific Coast,Widow rockfish , Pacific Coast,2019,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Windowpane - Gulf of Maine / Georges Bank,Windowpane , Gulf of Maine / Georges Bank,2020,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Windowpane - Southern New England / Mid-Atlantic,Windowpane , Southern New England / Mid-Atlantic,2020,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Winter flounder - Georges Bank,Winter flounder , Georges Bank,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Winter flounder - Georges Bank,Winter flounder , Georges Bank,2022,9,Primary
Northeast Shelf,Other Survey,Canadian Benthic Trawl - Spring,Winter flounder - Georges Bank,Winter flounder , Georges Bank,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Winter flounder - Gulf of Maine,Winter flounder , Gulf of Maine,2022,9,Primary
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Fall,Winter flounder - Gulf of Maine,Winter flounder , Gulf of Maine,2022,9,Primary
Northeast Shelf,FINSS Survey,NH/ME Inshore Trawl Survey (MDMF),Winter flounder - Gulf of Maine,Winter flounder , Gulf of Maine,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Winter flounder - Southern New England / Mid-Atlantic,Winter flounder , Southern New England / Mid-Atlantic,2022,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Winter flounder - Southern New England / Mid-Atlantic,Winter flounder , Southern New England / Mid-Atlantic,2022,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Winter,Winter flounder - Southern New England / Mid-Atlantic,Winter flounder , Southern New England / Mid-Atlantic,2022,6,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Winter skate - Georges Bank / Southern New England | Asmt & Status,Winter skate , Georges Bank / Southern New England | Asmt & Status,2022,8,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Witch flounder - Northwestern Atlantic Coast,Witch flounder , Northwestern Atlantic Coast,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Witch flounder - Northwestern Atlantic Coast,Witch flounder , Northwestern Atlantic Coast,2022,9,Primary
Gulf of Mexico,Commercial CPUE,Commercial CPUE,Yellowedge grouper - Gulf of Mexico | Asmt & Status,Yellowedge grouper , Gulf of Mexico | Asmt & Status,2010,11,Primary
Gulf of Mexico,FINSS Survey,Gulf of Mexico Pelagic Longline,Yellowedge grouper - Gulf of Mexico | Asmt & Status,Yellowedge grouper , Gulf of Mexico | Asmt & Status,2010,11,Primary
Gulf of Mexico,FINSS Survey,SEAMAP Gulf of Mexico Reef Fish,Yellowedge grouper - Gulf of Mexico | Asmt & Status,Yellowedge grouper , Gulf of Mexico | Asmt & Status,2010,11,Primary
Alaska Ecosystem Complex,Other Survey,Alaska Department of Fish and Game SEO ROV survey,Yelloweye rockfish - Gulf of Alaska,Yelloweye rockfish , Gulf of Alaska,2022,12,Primary
Alaska Ecosystem Complex,Other Survey,Alaska Department of Fish and Game SEO Submersible Survey,Yelloweye rockfish - Gulf of Alaska,Yelloweye rockfish , Gulf of Alaska,2022,12,Primary
California Current,FINSS Survey,West Coast Groundfish Bottom Trawl,Yelloweye rockfish - Pacific Coast,Yelloweye rockfish , Pacific Coast,2017,9,Primary
California Current,Other Survey,IPHC Longline Survey (1999-2010). Separated into two indices for WA and OR.,Yelloweye rockfish - Pacific Coast,Yelloweye rockfish , Pacific Coast,2017,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Yelloweye rockfish - Pacific Coast,Yelloweye rockfish , Pacific Coast,2017,9,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued.,Yelloweye rockfish - Pacific Coast,Yelloweye rockfish , Pacific Coast,2017,9,Secondary
California Current,Recreational CPUE,Recreational CPUE,Yelloweye rockfish - Pacific Coast,Yelloweye rockfish , Pacific Coast,2017,9,Secondary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Yellowfin goatfish - Main Hawaiian Islands | Asmt,Yellowfin goatfish , Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Yellowfin goatfish - Main Hawaiian Islands | Asmt,Yellowfin goatfish , Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Yellowfin goatfish - Main Hawaiian Islands | Asmt,Yellowfin goatfish , Main Hawaiian Islands | Asmt,2017,2,Primary
Alaska Ecosystem Complex,FINSS Survey,Eastern Bering Sea Groundfish Bottom Trawl,Yellowfin sole - Bering Sea / Aleutian Islands,Yellowfin sole , Bering Sea / Aleutian Islands,2022,12,Primary
Atlantic Highly Migratory,Commercial CPUE,Commercial CPUE,Yellowfin tuna - Atlantic,Yellowfin tuna , Atlantic,2019,10,Primary
Atlantic Highly Migratory,Other Survey,"The bouy associated index (BAI) index was modelled as linked to respective seasonal PS FAD fleets, which improved fit to the index. The EUPSFS index was linked to the PS EU FSC 91 season 1 where much of the catch comes from. Indices were input as annual indices, except the BAI index that maintained their seasonal information, with a mean CV=0.2 for the LL indices and 0.3 for the BAI and EUPSFS indices but allowed to vary with the interannual variability in the estimated standard error of the index.",Yellowfin tuna - Atlantic,Yellowfin tuna , Atlantic,2019,10,Primary
Pacific Highly Migratory,Other Method,International YFT commercial fisheries catch data,Yellowfin tuna - Eastern Pacific,Yellowfin tuna , Eastern Pacific,2020,11,Primary
Pacific Highly Migratory,Commercial CPUE,Commercial CPUE,Yellowfin tuna - Western and Central Pacific,Yellowfin tuna , Western and Central Pacific,2020,8,Primary
Pacific Highly Migratory,Other Method,Regional Tuna Tagging Project,Yellowfin tuna - Western and Central Pacific,Yellowfin tuna , Western and Central Pacific,2020,8,Secondary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Yellowlip emperor - Guam | Asmt,Yellowlip emperor , Guam | Asmt,2019,5,Primary
California Current,Commercial CPUE,Commercial CPUE,Yellowmouth rockfish - Pacific Coast,Yellowmouth rockfish , Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Yellowmouth rockfish - Pacific Coast,Yellowmouth rockfish , Pacific Coast,2010,9,Primary
California Current,Commercial CPUE,Commercial CPUE,Yellowmouth rockfish - Pacific Coast,Yellowmouth rockfish , Pacific Coast,2010,9,Secondary
Pacific Islands Ecosystem Complex,Commercial CPUE,Commercial CPUE,Yellowstripe goatfish - Main Hawaiian Islands | Asmt,Yellowstripe goatfish , Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,FINSS Survey,Coral Reef Ecosystem Research,Yellowstripe goatfish - Main Hawaiian Islands | Asmt,Yellowstripe goatfish , Main Hawaiian Islands | Asmt,2017,2,Primary
Pacific Islands Ecosystem Complex,Recreational CPUE,Recreational CPUE,Yellowstripe goatfish - Main Hawaiian Islands | Asmt,Yellowstripe goatfish , Main Hawaiian Islands | Asmt,2017,2,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder , Cape Cod / Gulf of Maine,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder , Cape Cod / Gulf of Maine,2022,9,Primary
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Fall,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder , Cape Cod / Gulf of Maine,2022,9,Primary
Northeast Shelf,FINSS Survey,Massachusetts DMF Bottom Trawl_Spring,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder , Cape Cod / Gulf of Maine,2022,9,Primary
Northeast Shelf,FINSS Survey,NH/ME Inshore Trawl Survey (MDMF),Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder , Cape Cod / Gulf of Maine,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Yellowtail flounder - Georges Bank,Yellowtail flounder , Georges Bank,2022,7,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Yellowtail flounder - Georges Bank,Yellowtail flounder , Georges Bank,2022,7,Primary
Northeast Shelf,Other Survey,Canadian Survey Data,Yellowtail flounder - Georges Bank,Yellowtail flounder , Georges Bank,2022,7,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Fall,Yellowtail flounder - Southern New England / Mid-Atlantic,Yellowtail flounder , Southern New England / Mid-Atlantic,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Spring,Yellowtail flounder - Southern New England / Mid-Atlantic,Yellowtail flounder , Southern New England / Mid-Atlantic,2022,9,Primary
Northeast Shelf,FINSS Survey,Bottom Trawl Survey_Winter,Yellowtail flounder - Southern New England / Mid-Atlantic,Yellowtail flounder , Southern New England / Mid-Atlantic,2022,9,Primary
Northeast Shelf,FINSS Survey,MARMAP Reef Fish Long Bottom Longline Survey (SCDNR),Yellowtail flounder - Southern New England / Mid-Atlantic,Yellowtail flounder , Southern New England / Mid-Atlantic,2022,9,Secondary
Northeast Shelf,FINSS Survey,Northeast Atlantic Benthic Habitat_Winter,Yellowtail flounder - Southern New England / Mid-Atlantic,Yellowtail flounder , Southern New England / Mid-Atlantic,2022,9,Secondary
Northeast Shelf,FINSS Survey,Northeast Ecosystem Monitoring (EcoMon)_Fall,Yellowtail flounder - Southern New England / Mid-Atlantic,Yellowtail flounder , Southern New England / Mid-Atlantic,2022,9,Secondary
Northeast Shelf,FINSS Survey,Northeast Ecosystem Monitoring (EcoMon)_Summer,Yellowtail flounder - Southern New England / Mid-Atlantic,Yellowtail flounder , Southern New England / Mid-Atlantic,2022,9,Secondary
California Current,FINSS Survey,West Coast Groundfish Bottom Trawl,Yellowtail rockfish - Northern Pacific Coast,Yellowtail rockfish , Northern Pacific Coast,2017,9,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued.,Yellowtail rockfish - Northern Pacific Coast,Yellowtail rockfish , Northern Pacific Coast,2017,9,Primary
Southeast Shelf / Gulf of Mexico,Commercial CPUE,Commercial CPUE,Yellowtail snapper - Southern Atlantic Coast / Gulf of Mexico | Asmt & Status,Yellowtail snapper , Southern Atlantic Coast / Gulf of Mexico | Asmt & Status,2022,9,Primary
